**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20250806144948
Nombre de usuario: AULA403-23\Administrador
Usuario RunAs: AULA403-23\Administrador
Nombre de la configuración: 
Máquina: AULA403-23 (Microsoft Windows NT 10.0.26100.0)
Aplicación host: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
Id. de proceso: 1636
PSVersion: 5.1.26100.4652
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.26100.4652
BuildVersion: 10.0.26100.4652
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
La transcripción ha comenzado. El archivo de salida es C:\Users\Aula403-23\Documents\E2\transcript.txt
PS C:\WINDOWS\system32> Get-Date

miércoles, 6 de agosto de 2025 02:49:59 p. m.


PS C:\WINDOWS\system32> Get-Location

Path
----
C:\WINDOWS\system32


PS C:\WINDOWS\system32> Clear-Host
PS C:\WINDOWS\system32> Get-Process

Handles  NPM(K)    PM(K)      WS(K)     CPU(s)     Id  SI ProcessName
-a----     05/06/2025  01:09 p. m.         172032 fsquirt.exe
-a----     10/07/2025  09:55 a. m.         589824 fstx.dll
-a----     05/09/2024  10:08 p. m.         279856 fsutil.exe
-a----     04/06/2025  08:31 p. m.          61440 fsutilext.dll
-a----     01/04/2024  01:22 a. m.          94208 fthsvc.dll
-a----     05/09/2024  10:08 p. m.          86016 ftp.exe
-a----     04/06/2025  08:29 p. m.         212992 fundisc.dll
-a----     10/07/2025  09:57 a. m.        1249280 fveapi.dll
-a----     10/07/2025  09:57 a. m.         671744 fveapibase.dll
-a----     04/06/2025  08:33 p. m.          69632 fvecerts.dll
-a----     04/06/2025  08:33 p. m.         372736 fvecpl.dll
-a----     04/06/2025  08:33 p. m.         217088 fvenotify.exe
-a----     04/06/2025  08:33 p. m.         188416 fveprompt.exe
-a----     10/07/2025  09:57 a. m.         200704 fveskybackup.dll
-a----     10/07/2025  09:57 a. m.         397312 fveui.dll
-a----     10/07/2025  09:57 a. m.         892928 fvewiz.dll
-a----     10/07/2025  09:59 a. m.         307200 fwbase.dll
-a----     04/06/2025  08:35 p. m.          86016 fwcfg.dll
-a----     10/07/2025  09:55 a. m.         258048 fwmdmcsp.dll
-a----     10/07/2025  09:59 a. m.         372736 fwpolicyiomgr.dll
-a----     10/07/2025  09:57 a. m.         548864 FWPUCLNT.DLL
-a----     10/07/2025  09:55 a. m.         192512 FwRemoteSvr.dll
-a----     04/06/2025  08:34 p. m.          81920 g711codc.ax
-a----     04/06/2025  08:29 p. m.         372736 GameBarPresenceWriter.exe
-a----     04/06/2025  08:29 p. m.          45056 GameBarPresenceWriter.proxy.dll
-a----     05/09/2024  10:09 p. m.          40960 GameChatOverlayExt.dll
-a----     04/06/2025  08:34 p. m.         155648 GameChatTranscription.dll
-a----     10/07/2025  09:55 a. m.         432496 GameInput.dll
-a----     10/07/2025  09:55 a. m.          80240 GameInputSvc.exe
-a----     10/07/2025  09:59 a. m.         126976 gamemode.dll
-a----     04/06/2025  08:35 p. m.        1335296 GamePanel.exe
-a----     04/06/2025  08:35 p. m.          45056 GamePanelExternalHook.dll
-a----     01/04/2024  01:22 a. m.          32768 gamestreamingext.dll
-a----     01/04/2024  01:22 a. m.           1480 GameSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.           1132 GameSystemToastIcon.png
-a----     01/04/2024  01:22 a. m.          49152 gameux.dll
-a----     05/09/2024  10:09 p. m.         204800 gamingtcui.dll
-a----     01/04/2024  01:22 a. m.          24006 gb2312.uce
-a----     05/09/2024  10:08 p. m.         151552 gcdef.dll
-a----     10/07/2025  09:56 a. m.         187376 gdi32.dll
-a----     10/07/2025  09:56 a. m.        1278224 gdi32full.dll
-a----     10/07/2025  09:59 a. m.        1925120 GdiPlus.dll
-a----     10/07/2025  09:55 a. m.         578968 generaltel.dll
-a----     05/06/2025  01:10 p. m.         159744 genpix.dll
-a----     05/06/2025  01:11 p. m.         658480 GenValObj.exe
-a----     04/06/2025  08:32 p. m.          98304 Geocommon.dll
-a----     10/07/2025  09:56 a. m.         536576 Geolocation.dll
-a----     01/04/2024  01:22 a. m.         106496 getmac.exe
-a----     01/04/2024  01:22 a. m.          32768 getuname.dll
-a----     04/06/2025  08:22 p. m.              0 GfxValDisplayLog.bin
-a----     05/09/2024  10:08 p. m.         528384 glmf32.dll
-a----     10/07/2025  09:56 a. m.         225280 globinputhost.dll
-a----     05/09/2024  10:08 p. m.         180224 glu32.dll
-a----     04/06/2025  08:33 p. m.         114688 gmsaclient.dll
-a----     04/06/2025  08:31 p. m.         166768 gpapi.dll
-a----     04/06/2025  08:31 p. m.         122880 GPCSEWrapperCsp.dll
-a----     10/07/2025  09:56 a. m.         688128 gpedit.dll
-a----     01/04/2024  02:27 p. m.         147439 gpedit.msc
-a----     10/07/2025  09:56 a. m.         761856 gpprefcl.dll
-a----     04/06/2025  08:32 p. m.          65536 gpprnext.dll
-a----     10/07/2025  09:56 a. m.         315392 gpresult.exe
-a----     05/09/2024  10:08 p. m.          77824 gpscript.dll
-a----     05/09/2024  10:08 p. m.          69632 gpscript.exe
-a----     10/07/2025  09:56 a. m.        1368064 gpsvc.dll
-a----     05/09/2024  10:08 p. m.          53248 gptext.dll
-a----     04/06/2025  08:31 p. m.          57344 gpupdate.exe
-a----     10/07/2025  09:56 a. m.         266240 GraphicsCapture.dll
-a----     05/06/2025  01:10 p. m.         282624 GraphicsPerfSvc.dll
-a----     01/04/2024  01:22 a. m.          28672 grb.rs
-a----     01/04/2024  01:22 a. m.          45056 grpconv.exe
-a----     01/04/2024  01:22 a. m.          30000 hal.dll
-a----     05/06/2025  01:09 p. m.          63064 HalExtIntcLpioDMA.dll
-a----     05/06/2025  01:09 p. m.          63064 HalExtIntcPseDMA.dll
-a----     05/06/2025  01:09 p. m.          63072 HalExtPL080.dll
-a----     01/04/2024  01:22 a. m.           1243 HandwritingSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.            912 HandwritingSystemToastIcon.png
-a----     05/09/2024  10:08 p. m.          90112 HanjaDS.dll
-a----     04/06/2025  08:31 p. m.         176128 hascsp.dll
-a----     04/06/2025  08:31 p. m.         147456 HashtagDS.dll
-a----     01/04/2024  01:22 a. m.         110592 hbaapi.dll
-a----     05/09/2024  10:08 p. m.          90112 hcproviders.dll
-a----     05/09/2024  10:08 p. m.          79976 HdcpHandler.dll
-a----     05/09/2024  10:08 p. m.         409600 hdwwiz.cpl
-a----     01/04/2024  01:22 a. m.          81920 hdwwiz.exe
-a----     01/04/2024  01:22 a. m.           1460 HeadphoneSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.           1114 HeadphoneSystemToastIcon.png
-a----     01/04/2024  01:22 a. m.           1560 HeadsetSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.           1196 HeadsetSystemToastIcon.png
-a----     01/04/2024  01:22 a. m.           1832 HealthSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.           1660 HealthSystemToastIcon.png
-a----     01/04/2024  01:22 a. m.           3500 HearingAidSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.           3887 HearingAidSystemToastIcon.png
-a----     05/06/2025  01:10 p. m.         405504 HeatCore.dll
-a----     01/04/2024  01:22 a. m.          32768 help.exe
-a----     05/09/2024  10:08 p. m.          90112 HelpPaneProxy.dll
-a----     04/06/2025  08:31 p. m.         217088 hgcpl.dll
-a----     10/07/2025  09:56 a. m.         782336 hhctrl.ocx
-a----     04/06/2025  08:31 p. m.          81920 hhsetup.dll
-a----     05/09/2024  10:08 p. m.          61440 hid.dll
-a----     05/06/2025  01:09 p. m.         356352 HidCfu.dll
-a----     05/09/2024  10:08 p. m.          69632 hidphone.tsp
-a----     10/07/2025  09:56 a. m.          77824 hidserv.dll
-a----     04/06/2025  08:31 p. m.         163840 hlink.dll
-a----     04/06/2025  08:33 p. m.         114688 hmkd.dll
-a----     04/06/2025  08:31 p. m.         476688 hnetcfg.dll
-a----     05/06/2025  01:10 p. m.         286600 HNetCfgClient.dll
-a----     05/09/2024  10:08 p. m.          94208 hnetmon.dll
-a----     04/06/2025  08:34 p. m.          40960 HOSTNAME.EXE
-a----     10/07/2025  09:56 a. m.          98304 hotpatchutil.dll
-a----     04/06/2025  08:32 p. m.         131072 hotplug.dll
-a----     10/07/2025  09:56 a. m.         173472 hpatchmon.dll
-a----     05/06/2025  01:10 p. m.           5258 hpatchmonTask.cmd
-a----     05/06/2025  01:09 p. m.         159744 HrtfApo.dll
-a----     04/06/2025  08:30 p. m.        2206576 HrtfDspCpu.dll
-a----     05/06/2025  01:10 p. m.         107936 hspapi.dll
-a----     04/06/2025  08:31 p. m.         438272 html.iec
-a----     10/07/2025  09:56 a. m.         104760 httpapi.dll
-a----     01/04/2024  01:22 a. m.          45056 httpprxc.dll
-a----     05/09/2024  10:08 p. m.         143360 httpprxm.dll
-a----     01/04/2024  01:22 a. m.          45056 httpprxp.dll
-a----     10/07/2025  09:56 a. m.         331776 HttpsDataSource.dll
-a----     04/06/2025  08:31 p. m.          65536 htui.dll
-a----     10/07/2025  09:55 a. m.        1963432 hvax64.exe
-a----     04/06/2025  08:29 p. m.         107960 hvhostsvc.dll
-a----     10/07/2025  09:55 a. m.        2049432 hvix64.exe
-a----     10/07/2025  09:55 a. m.         226688 hvloader.dll
-a----     04/06/2025  08:31 p. m.         189856 hvsievaluator.exe
-a----     04/06/2025  08:31 p. m.         144840 HvsiManagementApi.dll
-a----     05/09/2024  10:08 p. m.          75168 HvSocket.dll
-a----     10/07/2025  09:56 a. m.         427424 hwreqchk.dll
-a----     01/04/2024  01:22 a. m.          61440 IA2ComProxy.dll
-a----     04/06/2025  08:32 p. m.          65536 ias.dll
-a----     04/06/2025  08:32 p. m.         114688 iasacct.dll
-a----     05/09/2024  10:08 p. m.          98304 iasads.dll
-a----     05/09/2024  10:08 p. m.         102400 iasdatastore.dll
-a----     04/06/2025  08:32 p. m.         122880 iashlpr.dll
-a----     05/09/2024  10:08 p. m.         783672 IasMigPlugin.dll
-a----     04/06/2025  08:32 p. m.         159744 iasnap.dll
-a----     04/06/2025  08:32 p. m.          81920 iaspolcy.dll
-a----     04/06/2025  08:32 p. m.         258048 iasrad.dll
-a----     05/09/2024  10:08 p. m.         180224 iasrecst.dll
-a----     04/06/2025  08:32 p. m.         270336 iassam.dll
-a----     05/09/2024  10:08 p. m.         434176 iassdo.dll
-a----     04/06/2025  08:32 p. m.         176128 iassvcs.dll
-a----     04/06/2025  08:31 p. m.          61440 icacls.exe
-a----     10/07/2025  09:59 a. m.         169368 icfupgd.dll
-a----     04/06/2025  08:31 p. m.         290816 icm32.dll
-a----     01/04/2024  01:22 a. m.          12288 icmp.dll
-a----     05/09/2024  10:08 p. m.          53248 icmui.dll
-a----     01/04/2024  01:22 a. m.          45056 IconCodecService.dll
-a----     04/06/2025  08:31 p. m.          94208 icsigd.dll
-a----     05/06/2025  01:11 p. m.          51064 icsunattend.exe
-a----     10/07/2025  09:54 a. m.         337312 icsvc.dll
-a----     04/06/2025  08:29 p. m.         143360 icsvcext.dll
-a----     05/06/2025  01:09 p. m.         337312 icsvcvss.dll
-ar---     04/06/2025  08:31 p. m.        2765816 icu.dll
-ar---     04/06/2025  08:31 p. m.          32768 icuin.dll
-ar---     04/06/2025  08:31 p. m.          36864 icuuc.dll
-a----     04/06/2025  08:31 p. m.         167936 IdCtrls.dll
-a----     01/04/2024  01:22 a. m.          60458 ideograf.uce
-a----     05/09/2024  10:08 p. m.         180224 IDStore.dll
-a----     10/07/2025  09:56 a. m.         319488 ie4uinit.exe
-a----     10/07/2025  09:56 a. m.         163840 ie4ushowIE.exe
-a----     04/06/2025  08:31 p. m.         180224 IEAdvpack.dll
-a----     04/06/2025  08:31 p. m.         892928 ieapfltr.dll
-a----     04/06/2025  08:31 p. m.         434176 iedkcs32.dll
-a----     10/07/2025  09:56 a. m.        7495680 ieframe.dll
-a----     14/06/2025  11:04 a. m.          94208 iemigplugin.dll
-a----     04/06/2025  08:31 p. m.         147456 iepeers.dll
-a----     04/06/2025  08:31 p. m.         790528 ieproxy.dll
-a----     01/04/2024  01:22 a. m.          77824 IEProxyDesktop.dll
-a----     04/06/2025  08:31 p. m.          73728 iernonce.dll
-a----     10/07/2025  09:56 a. m.        2947576 iertutil.dll
-a----     10/07/2025  09:56 a. m.         512000 IESettingSync.exe
-a----     04/06/2025  08:31 p. m.         106496 iesetup.dll
-a----     05/09/2024  10:08 p. m.          73728 iesysprep.dll
-a----     10/07/2025  09:56 a. m.         667648 ieui.dll
-a----     01/04/2024  01:22 a. m.           3329 ieuinit.inf
-a----     05/09/2024  10:08 p. m.         102400 ieUnatt.exe
-a----     10/07/2025  09:56 a. m.         196608 iexpress.exe
-a----     05/09/2024  10:08 p. m.          61440 ifmon.dll
-a----     05/09/2024  10:08 p. m.         259400 ifsutil.dll
-a----     01/04/2024  01:22 a. m.          45056 ifsutilx.dll
-a----     04/06/2025  08:31 p. m.         217088 IHDS.dll
-a----     10/07/2025  09:57 a. m.        1613824 IKEEXT.DLL
-a----     05/09/2024  10:08 p. m.          67592 imaadp32.acm
-a----     05/06/2025  01:10 p. m.         137832 imagehlp.dll
-a----     10/07/2025  09:56 a. m.          12288 imageres.dll
-a----     01/04/2024  01:22 a. m.          12288 imagesp1.dll
-a----     05/09/2024  10:08 p. m.         163840 imapi.dll
-a----     05/09/2024  10:08 p. m.         520192 imapi2.dll
-a----     05/09/2024  10:08 p. m.         839680 imapi2fs.dll
-a----     04/06/2025  08:30 p. m.         139264 ime_textinputhelpers.dll
-a----     04/06/2025  08:31 p. m.          81920 imgutil.dll
-a----     10/07/2025  09:56 a. m.         203904 imm32.dll
-a----     04/06/2025  08:33 p. m.         147456 immersivetpmvscmgrsvr.exe
-a----     05/06/2025  01:10 p. m.         161184 ImplatSetup.dll
-a----     10/07/2025  09:56 a. m.         290816 IndexedDbLegacy.dll
-a----     10/07/2025  09:56 a. m.        1138688 inetcomm.dll
-a----     04/06/2025  08:31 p. m.         577536 inetcpl.cpl
-a----     05/09/2024  10:09 p. m.          90112 inetmib1.dll
-a----     10/07/2025  09:57 a. m.         270336 inetpp.dll
-a----     04/06/2025  08:32 p. m.          81920 inetppui.dll
-a----     04/06/2025  08:32 p. m.          94208 INETRES.dll
-a----     01/04/2024  01:22 a. m.          36864 InfDefaultInstall.exe
-a----     04/06/2025  08:34 p. m.         278528 InkEd.dll
-a----     05/06/2025  01:12 p. m.         925696 InkObjCore.dll
-a----     05/09/2024  10:08 p. m.          90112 InprocLogger.dll
-a----     10/07/2025  09:58 a. m.         439704 input.dll
-a----     10/07/2025  09:55 a. m.         339968 InputCloudStore.dll
-a----     04/06/2025  08:32 p. m.          90112 InputController.dll
-a----     10/07/2025  09:57 a. m.        1997216 InputHost.dll
-a----     10/07/2025  09:56 a. m.         200704 InputInjectionBroker.dll
-a----     10/07/2025  09:56 a. m.         106496 InputLocaleManager.dll
-a----     10/07/2025  09:56 a. m.        5062656 InputService.dll
-a----     10/07/2025  09:56 a. m.         884736 InputSwitch.dll
-a----     05/06/2025  01:10 p. m.         135168 InputSwitchToastHandler.exe
-a----     01/04/2024  01:22 a. m.           1284 InputSystemToastIcon.contrast-white.png
-a----     01/04/2024  01:22 a. m.            917 InputSystemToastIcon.png
-a----     05/06/2025  01:09 p. m.          81920 InputViewExperience.dll
-a----     05/09/2024  10:08 p. m.         147456 inseng.dll
-a----     10/07/2025  09:55 a. m.         520192 installmon.dll
-a----     10/07/2025  09:58 a. m.        2998272 InstallService.dll
-a----     10/07/2025  09:58 a. m.         434176 InstallServiceTasks.dll
-a----     10/07/2025  09:56 a. m.          33519 IntegratedServicesRegionPolicySet.json
-a----     23/06/2021  08:47 p. m.         173072 intel_gfx_api-x64.dll
-a----     04/06/2025  08:32 p. m.         794624 internetmail.dll
-a----     05/09/2024  10:08 p. m.         102400 InternetMailCsp.dll
-a----     04/06/2025  08:32 p. m.         245760 intl.cpl
-a----     10/07/2025  09:55 a. m.         660880 invagent.dll
-a----     10/07/2025  09:55 a. m.         427392 InventorySvc.dll
-a----     05/06/2025  01:10 p. m.          12288 iologmsg.dll
-a----     04/06/2025  08:29 p. m.         208896 IoTAssignedAccessLockFramework.dll
-a----     05/06/2025  01:11 p. m.         169400 iotstartup.exe
-a----     05/06/2025  01:10 p. m.          61440 ipconfig.exe
-a----     10/07/2025  09:58 a. m.         220456 IPHLPAPI.DLL
-a----     10/07/2025  09:56 a. m.         888832 iphlpsvc.dll
-a----     10/07/2025  09:58 a. m.         803088 ipnathlp.dll
-a----     01/04/2024  01:22 a. m.          67488 IpNatHlpClient.dll
-a----     10/07/2025  09:56 a. m.         438272 IppCommon.dll
-a----     05/09/2024  10:08 p. m.          45056 IppCommonProxy.dll
-a----     10/07/2025  09:57 a. m.          32768 iprtprio.dll
-a----     10/07/2025  09:57 a. m.         606208 iprtrmgr.dll
-a----     05/09/2024  10:08 p. m.         376832 ipsecsnp.dll
-a----     04/06/2025  08:32 p. m.         434176 IPSECSVC.DLL
-a----     04/06/2025  08:32 p. m.         495616 ipsmsnap.dll
-a----     05/09/2024  10:08 p. m.          86016 ipxlatcfg.dll
-a----     01/04/2024  01:22 a. m.          75840 iri.dll
-a----     05/09/2024  10:08 p. m.          65536 irprops.cpl
-a----     04/06/2025  08:32 p. m.          73728 iscsicli.exe
-a----     04/06/2025  08:32 p. m.         135168 iscsicpl.dll
-a----     04/06/2025  08:32 p. m.          32768 iscsicpl.exe
-a----     04/06/2025  08:32 p. m.         106496 iscsidsc.dll
-a----     04/06/2025  08:32 p. m.          40960 iscsied.dll
-a----     04/06/2025  08:32 p. m.         188416 iscsiexe.dll
-a----     05/06/2025  01:09 p. m.          24576 iscsilog.dll
-a----     04/06/2025  08:32 p. m.          57344 iscsium.dll
-a----     04/06/2025  08:32 p. m.         106496 iscsiwmi.dll
-a----     04/06/2025  08:32 p. m.         151552 iscsiwmiv2.dll
-a----     10/07/2025  09:57 a. m.        2682880 ISM.dll
-a----     04/06/2025  08:32 p. m.          61440 ISM.exe
-a----     04/06/2025  08:32 p. m.         147456 isoburn.exe
-a----     04/06/2025  08:31 p. m.         221184 itircl.dll
-a----     10/07/2025  09:56 a. m.         266240 itss.dll
-a----     04/06/2025  08:32 p. m.         108912 iuilp.dll
-a----     10/07/2025  09:55 a. m.          51040 iumbase.dll
-a----     10/07/2025  09:58 a. m.         100672 iumcrypt.dll
-a----     10/07/2025  09:55 a. m.          38672 iumdll.dll
-a----     10/07/2025  09:55 a. m.          30376 IumSdk.dll
-a----     05/09/2024  10:08 p. m.          81920 iyuv_32.dll
-a----     05/09/2024  10:08 p. m.          45056 JavaScriptCollectionAgent.dll
-a----     11/07/2023  01:17 a. m.         338952 JHI64.dll
-a----     05/09/2024  10:08 p. m.          86016 joinproviderol.dll
-a----     04/06/2025  08:30 p. m.         184320 joinutil.dll
-a----     05/09/2024  10:08 p. m.         118784 joy.cpl
-a----     04/06/2025  08:32 p. m.         630784 JpMapControl.dll
